group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
non_nested_compare,modified from scratch,10,,,857495683.0,cycles,14143
non_nested_compare,modified from scratch,10,,,1639682104.0,cycles,28286
non_nested_compare,modified from scratch,10,,,2513207185.0,cycles,42429
non_nested_compare,modified from scratch,10,,,3445084651.0,cycles,56572
non_nested_compare,modified from scratch,10,,,4668505191.0,cycles,70715
non_nested_compare,modified from scratch,10,,,6111907528.0,cycles,84858
non_nested_compare,modified from scratch,10,,,7954493152.0,cycles,99001
non_nested_compare,modified from scratch,10,,,9750834109.0,cycles,113144
non_nested_compare,modified from scratch,10,,,11422769171.0,cycles,127287
non_nested_compare,modified from scratch,10,,,12829012888.0,cycles,141430
non_nested_compare,modified from scratch,10,,,14210995741.0,cycles,155573
non_nested_compare,modified from scratch,10,,,15581486595.0,cycles,169716
non_nested_compare,modified from scratch,10,,,16268845434.0,cycles,183859
non_nested_compare,modified from scratch,10,,,17933027320.0,cycles,198002
non_nested_compare,modified from scratch,10,,,19025769646.0,cycles,212145
non_nested_compare,modified from scratch,10,,,20080992066.0,cycles,226288
non_nested_compare,modified from scratch,10,,,21948485065.0,cycles,240431
non_nested_compare,modified from scratch,10,,,23048127357.0,cycles,254574
non_nested_compare,modified from scratch,10,,,24324129799.0,cycles,268717
non_nested_compare,modified from scratch,10,,,25211409112.0,cycles,282860
non_nested_compare,modified from scratch,10,,,26922180036.0,cycles,297003
non_nested_compare,modified from scratch,10,,,27761817761.0,cycles,311146
non_nested_compare,modified from scratch,10,,,28916204041.0,cycles,325289
non_nested_compare,modified from scratch,10,,,30500229768.0,cycles,339432
non_nested_compare,modified from scratch,10,,,31977794651.0,cycles,353575
non_nested_compare,modified from scratch,10,,,32742360787.0,cycles,367718
non_nested_compare,modified from scratch,10,,,33876470725.0,cycles,381861
non_nested_compare,modified from scratch,10,,,35658140837.0,cycles,396004
non_nested_compare,modified from scratch,10,,,36428305749.0,cycles,410147
non_nested_compare,modified from scratch,10,,,37903708531.0,cycles,424290
non_nested_compare,modified from scratch,10,,,39653727555.0,cycles,438433
non_nested_compare,modified from scratch,10,,,41002628524.0,cycles,452576
non_nested_compare,modified from scratch,10,,,41547294210.0,cycles,466719
non_nested_compare,modified from scratch,10,,,42873875183.0,cycles,480862
non_nested_compare,modified from scratch,10,,,44260131568.0,cycles,495005
non_nested_compare,modified from scratch,10,,,45410155158.0,cycles,509148
non_nested_compare,modified from scratch,10,,,46545942401.0,cycles,523291
non_nested_compare,modified from scratch,10,,,48304941993.0,cycles,537434
non_nested_compare,modified from scratch,10,,,49463710853.0,cycles,551577
non_nested_compare,modified from scratch,10,,,50589053709.0,cycles,565720
non_nested_compare,modified from scratch,10,,,51885061025.0,cycles,579863
non_nested_compare,modified from scratch,10,,,53076288109.0,cycles,594006
non_nested_compare,modified from scratch,10,,,54431716253.0,cycles,608149
non_nested_compare,modified from scratch,10,,,55674084960.0,cycles,622292
non_nested_compare,modified from scratch,10,,,57349005281.0,cycles,636435
non_nested_compare,modified from scratch,10,,,58747494259.0,cycles,650578
non_nested_compare,modified from scratch,10,,,59331102228.0,cycles,664721
non_nested_compare,modified from scratch,10,,,60804758573.0,cycles,678864
non_nested_compare,modified from scratch,10,,,61842394307.0,cycles,693007
non_nested_compare,modified from scratch,10,,,63237095597.0,cycles,707150
non_nested_compare,modified from scratch,10,,,64696787252.0,cycles,721293
non_nested_compare,modified from scratch,10,,,65975536790.0,cycles,735436
non_nested_compare,modified from scratch,10,,,66945381971.0,cycles,749579
non_nested_compare,modified from scratch,10,,,68190260327.0,cycles,763722
non_nested_compare,modified from scratch,10,,,69574846879.0,cycles,777865
non_nested_compare,modified from scratch,10,,,70923292527.0,cycles,792008
non_nested_compare,modified from scratch,10,,,72080119974.0,cycles,806151
non_nested_compare,modified from scratch,10,,,73583400741.0,cycles,820294
non_nested_compare,modified from scratch,10,,,74644307160.0,cycles,834437
non_nested_compare,modified from scratch,10,,,75580289993.0,cycles,848580
non_nested_compare,modified from scratch,10,,,77314246349.0,cycles,862723
non_nested_compare,modified from scratch,10,,,78469699437.0,cycles,876866
non_nested_compare,modified from scratch,10,,,79846159219.0,cycles,891009
non_nested_compare,modified from scratch,10,,,81230721548.0,cycles,905152
non_nested_compare,modified from scratch,10,,,82341479822.0,cycles,919295
non_nested_compare,modified from scratch,10,,,84018430568.0,cycles,933438
non_nested_compare,modified from scratch,10,,,84999377099.0,cycles,947581
non_nested_compare,modified from scratch,10,,,86255465637.0,cycles,961724
non_nested_compare,modified from scratch,10,,,87213481468.0,cycles,975867
non_nested_compare,modified from scratch,10,,,88647514037.0,cycles,990010
non_nested_compare,modified from scratch,10,,,89870141078.0,cycles,1004153
non_nested_compare,modified from scratch,10,,,91235447166.0,cycles,1018296
non_nested_compare,modified from scratch,10,,,92366720128.0,cycles,1032439
non_nested_compare,modified from scratch,10,,,93565146269.0,cycles,1046582
non_nested_compare,modified from scratch,10,,,94978187196.0,cycles,1060725
non_nested_compare,modified from scratch,10,,,96143473918.0,cycles,1074868
non_nested_compare,modified from scratch,10,,,97518544270.0,cycles,1089011
non_nested_compare,modified from scratch,10,,,98745775505.0,cycles,1103154
non_nested_compare,modified from scratch,10,,,100097027107.0,cycles,1117297
non_nested_compare,modified from scratch,10,,,101135113706.0,cycles,1131440
non_nested_compare,modified from scratch,10,,,102427521941.0,cycles,1145583
non_nested_compare,modified from scratch,10,,,103785728948.0,cycles,1159726
non_nested_compare,modified from scratch,10,,,176846201757.0,cycles,1173869
non_nested_compare,modified from scratch,10,,,179265060727.0,cycles,1188012
non_nested_compare,modified from scratch,10,,,181369174967.0,cycles,1202155
non_nested_compare,modified from scratch,10,,,183615951945.0,cycles,1216298
non_nested_compare,modified from scratch,10,,,185912895931.0,cycles,1230441
non_nested_compare,modified from scratch,10,,,187816062423.0,cycles,1244584
non_nested_compare,modified from scratch,10,,,189864606158.0,cycles,1258727
non_nested_compare,modified from scratch,10,,,191982035676.0,cycles,1272870
non_nested_compare,modified from scratch,10,,,194325521613.0,cycles,1287013
non_nested_compare,modified from scratch,10,,,196854278218.0,cycles,1301156
non_nested_compare,modified from scratch,10,,,198608957026.0,cycles,1315299
non_nested_compare,modified from scratch,10,,,200922821009.0,cycles,1329442
non_nested_compare,modified from scratch,10,,,202975047949.0,cycles,1343585
non_nested_compare,modified from scratch,10,,,204975547111.0,cycles,1357728
non_nested_compare,modified from scratch,10,,,207081850739.0,cycles,1371871
non_nested_compare,modified from scratch,10,,,209909657567.0,cycles,1386014
non_nested_compare,modified from scratch,10,,,211877762761.0,cycles,1400157
non_nested_compare,modified from scratch,10,,,213878087135.0,cycles,1414300
