group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
non_nested_compare,incremental calc,11,,,592086044.0,cycles,9652
non_nested_compare,incremental calc,11,,,1031935752.0,cycles,19304
non_nested_compare,incremental calc,11,,,1554800866.0,cycles,28956
non_nested_compare,incremental calc,11,,,2071769932.0,cycles,38608
non_nested_compare,incremental calc,11,,,2696611856.0,cycles,48260
non_nested_compare,incremental calc,11,,,3477241929.0,cycles,57912
non_nested_compare,incremental calc,11,,,4459600697.0,cycles,67564
non_nested_compare,incremental calc,11,,,5340365770.0,cycles,77216
non_nested_compare,incremental calc,11,,,6118623196.0,cycles,86868
non_nested_compare,incremental calc,11,,,6836821442.0,cycles,96520
non_nested_compare,incremental calc,11,,,7381638438.0,cycles,106172
non_nested_compare,incremental calc,11,,,7966379424.0,cycles,115824
non_nested_compare,incremental calc,11,,,8628595841.0,cycles,125476
non_nested_compare,incremental calc,11,,,9212962552.0,cycles,135128
non_nested_compare,incremental calc,11,,,9885731413.0,cycles,144780
non_nested_compare,incremental calc,11,,,10456971560.0,cycles,154432
non_nested_compare,incremental calc,11,,,11226952736.0,cycles,164084
non_nested_compare,incremental calc,11,,,11754335436.0,cycles,173736
non_nested_compare,incremental calc,11,,,12452739376.0,cycles,183388
non_nested_compare,incremental calc,11,,,13083724869.0,cycles,193040
non_nested_compare,incremental calc,11,,,13832754874.0,cycles,202692
non_nested_compare,incremental calc,11,,,14528138606.0,cycles,212344
non_nested_compare,incremental calc,11,,,15013964852.0,cycles,221996
non_nested_compare,incremental calc,11,,,15723463884.0,cycles,231648
non_nested_compare,incremental calc,11,,,16260620484.0,cycles,241300
non_nested_compare,incremental calc,11,,,16949614081.0,cycles,250952
non_nested_compare,incremental calc,11,,,17557207825.0,cycles,260604
non_nested_compare,incremental calc,11,,,18257143552.0,cycles,270256
non_nested_compare,incremental calc,11,,,18729816049.0,cycles,279908
non_nested_compare,incremental calc,11,,,19340055951.0,cycles,289560
non_nested_compare,incremental calc,11,,,20033889535.0,cycles,299212
non_nested_compare,incremental calc,11,,,20728443350.0,cycles,308864
non_nested_compare,incremental calc,11,,,21295825407.0,cycles,318516
non_nested_compare,incremental calc,11,,,22076563655.0,cycles,328168
non_nested_compare,incremental calc,11,,,22570431321.0,cycles,337820
non_nested_compare,incremental calc,11,,,23260283680.0,cycles,347472
non_nested_compare,incremental calc,11,,,23847042690.0,cycles,357124
non_nested_compare,incremental calc,11,,,24467472567.0,cycles,366776
non_nested_compare,incremental calc,11,,,25196880993.0,cycles,376428
non_nested_compare,incremental calc,11,,,25652068458.0,cycles,386080
non_nested_compare,incremental calc,11,,,26315694125.0,cycles,395732
non_nested_compare,incremental calc,11,,,27072082922.0,cycles,405384
non_nested_compare,incremental calc,11,,,27650084927.0,cycles,415036
non_nested_compare,incremental calc,11,,,28467623593.0,cycles,424688
non_nested_compare,incremental calc,11,,,28956855723.0,cycles,434340
non_nested_compare,incremental calc,11,,,29687225135.0,cycles,443992
non_nested_compare,incremental calc,11,,,30256672073.0,cycles,453644
non_nested_compare,incremental calc,11,,,30867918994.0,cycles,463296
non_nested_compare,incremental calc,11,,,31361861276.0,cycles,472948
non_nested_compare,incremental calc,11,,,32160370030.0,cycles,482600
non_nested_compare,incremental calc,11,,,32728730406.0,cycles,492252
non_nested_compare,incremental calc,11,,,33342697917.0,cycles,501904
non_nested_compare,incremental calc,11,,,34063768618.0,cycles,511556
non_nested_compare,incremental calc,11,,,34661058294.0,cycles,521208
non_nested_compare,incremental calc,11,,,35069140376.0,cycles,530860
non_nested_compare,incremental calc,11,,,35576912207.0,cycles,540512
non_nested_compare,incremental calc,11,,,36449998990.0,cycles,550164
non_nested_compare,incremental calc,11,,,37411796968.0,cycles,559816
non_nested_compare,incremental calc,11,,,37838790997.0,cycles,569468
non_nested_compare,incremental calc,11,,,38623180883.0,cycles,579120
non_nested_compare,incremental calc,11,,,38851564553.0,cycles,588772
non_nested_compare,incremental calc,11,,,39596653324.0,cycles,598424
non_nested_compare,incremental calc,11,,,40240081142.0,cycles,608076
non_nested_compare,incremental calc,11,,,41093674680.0,cycles,617728
non_nested_compare,incremental calc,11,,,41499522584.0,cycles,627380
non_nested_compare,incremental calc,11,,,41848132576.0,cycles,637032
non_nested_compare,incremental calc,11,,,42665638235.0,cycles,646684
non_nested_compare,incremental calc,11,,,43465389880.0,cycles,656336
non_nested_compare,incremental calc,11,,,43979014503.0,cycles,665988
non_nested_compare,incremental calc,11,,,44595143813.0,cycles,675640
non_nested_compare,incremental calc,11,,,45192051998.0,cycles,685292
non_nested_compare,incremental calc,11,,,45999135076.0,cycles,694944
non_nested_compare,incremental calc,11,,,46214230752.0,cycles,704596
non_nested_compare,incremental calc,11,,,46891783543.0,cycles,714248
non_nested_compare,incremental calc,11,,,47672390704.0,cycles,723900
non_nested_compare,incremental calc,11,,,48268476009.0,cycles,733552
non_nested_compare,incremental calc,11,,,48882015907.0,cycles,743204
non_nested_compare,incremental calc,11,,,49827562147.0,cycles,752856
non_nested_compare,incremental calc,11,,,50369600921.0,cycles,762508
non_nested_compare,incremental calc,11,,,50756149446.0,cycles,772160
non_nested_compare,incremental calc,11,,,51475660464.0,cycles,781812
non_nested_compare,incremental calc,11,,,52088929526.0,cycles,791464
non_nested_compare,incremental calc,11,,,52769614068.0,cycles,801116
non_nested_compare,incremental calc,11,,,53599398615.0,cycles,810768
non_nested_compare,incremental calc,11,,,54191882643.0,cycles,820420
non_nested_compare,incremental calc,11,,,55003088837.0,cycles,830072
non_nested_compare,incremental calc,11,,,55507239981.0,cycles,839724
non_nested_compare,incremental calc,11,,,55887804622.0,cycles,849376
non_nested_compare,incremental calc,11,,,56854033948.0,cycles,859028
non_nested_compare,incremental calc,11,,,57217815475.0,cycles,868680
non_nested_compare,incremental calc,11,,,59639276914.0,cycles,878332
non_nested_compare,incremental calc,11,,,63430181081.0,cycles,887984
non_nested_compare,incremental calc,11,,,66081583928.0,cycles,897636
non_nested_compare,incremental calc,11,,,66905193798.0,cycles,907288
non_nested_compare,incremental calc,11,,,67866804538.0,cycles,916940
non_nested_compare,incremental calc,11,,,68303878624.0,cycles,926592
non_nested_compare,incremental calc,11,,,69271804699.0,cycles,936244
non_nested_compare,incremental calc,11,,,69976778209.0,cycles,945896
non_nested_compare,incremental calc,11,,,70645876016.0,cycles,955548
non_nested_compare,incremental calc,11,,,71136475562.0,cycles,965200
