group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
non_nested_compare,initial calculation,6,,,695455256.0,cycles,256429
non_nested_compare,initial calculation,6,,,1395610992.0,cycles,512858
non_nested_compare,initial calculation,6,,,2109907907.0,cycles,769287
non_nested_compare,initial calculation,6,,,2917830009.0,cycles,1025716
non_nested_compare,initial calculation,6,,,4962682979.0,cycles,1282145
non_nested_compare,initial calculation,6,,,6100997837.0,cycles,1538574
non_nested_compare,initial calculation,6,,,8260651785.0,cycles,1795003
non_nested_compare,initial calculation,6,,,14727223574.0,cycles,2051432
non_nested_compare,initial calculation,6,,,17738290900.0,cycles,2307861
non_nested_compare,initial calculation,6,,,20359258709.0,cycles,2564290
non_nested_compare,initial calculation,6,,,22918224090.0,cycles,2820719
non_nested_compare,initial calculation,6,,,25661215867.0,cycles,3077148
non_nested_compare,initial calculation,6,,,28331927725.0,cycles,3333577
non_nested_compare,initial calculation,6,,,30630285410.0,cycles,3590006
non_nested_compare,initial calculation,6,,,33287083434.0,cycles,3846435
non_nested_compare,initial calculation,6,,,35585962328.0,cycles,4102864
non_nested_compare,initial calculation,6,,,38310201924.0,cycles,4359293
non_nested_compare,initial calculation,6,,,40381457452.0,cycles,4615722
non_nested_compare,initial calculation,6,,,42853030944.0,cycles,4872151
non_nested_compare,initial calculation,6,,,45053822040.0,cycles,5128580
non_nested_compare,initial calculation,6,,,47731393572.0,cycles,5385009
non_nested_compare,initial calculation,6,,,50186222560.0,cycles,5641438
non_nested_compare,initial calculation,6,,,52301388596.0,cycles,5897867
non_nested_compare,initial calculation,6,,,55412969079.0,cycles,6154296
non_nested_compare,initial calculation,6,,,57845239628.0,cycles,6410725
non_nested_compare,initial calculation,6,,,60459503203.0,cycles,6667154
non_nested_compare,initial calculation,6,,,62644619670.0,cycles,6923583
non_nested_compare,initial calculation,6,,,65457958119.0,cycles,7180012
non_nested_compare,initial calculation,6,,,67816089691.0,cycles,7436441
non_nested_compare,initial calculation,6,,,71812499307.0,cycles,7692870
non_nested_compare,initial calculation,6,,,72911357175.0,cycles,7949299
non_nested_compare,initial calculation,6,,,75465714086.0,cycles,8205728
non_nested_compare,initial calculation,6,,,78140129020.0,cycles,8462157
non_nested_compare,initial calculation,6,,,85545399406.0,cycles,8718586
non_nested_compare,initial calculation,6,,,87009908894.0,cycles,8975015
non_nested_compare,initial calculation,6,,,86442290844.0,cycles,9231444
non_nested_compare,initial calculation,6,,,89873035010.0,cycles,9487873
non_nested_compare,initial calculation,6,,,120296523318.0,cycles,9744302
non_nested_compare,initial calculation,6,,,137269080194.0,cycles,10000731
non_nested_compare,initial calculation,6,,,139073805303.0,cycles,10257160
non_nested_compare,initial calculation,6,,,143016743684.0,cycles,10513589
non_nested_compare,initial calculation,6,,,147830422200.0,cycles,10770018
non_nested_compare,initial calculation,6,,,149413046708.0,cycles,11026447
non_nested_compare,initial calculation,6,,,146839765663.0,cycles,11282876
non_nested_compare,initial calculation,6,,,133616870893.0,cycles,11539305
non_nested_compare,initial calculation,6,,,137431292429.0,cycles,11795734
non_nested_compare,initial calculation,6,,,141193625302.0,cycles,12052163
non_nested_compare,initial calculation,6,,,144353867842.0,cycles,12308592
non_nested_compare,initial calculation,6,,,151599375889.0,cycles,12565021
non_nested_compare,initial calculation,6,,,153416843716.0,cycles,12821450
non_nested_compare,initial calculation,6,,,150809929859.0,cycles,13077879
non_nested_compare,initial calculation,6,,,152537680027.0,cycles,13334308
non_nested_compare,initial calculation,6,,,170824081667.0,cycles,13590737
non_nested_compare,initial calculation,6,,,173746238798.0,cycles,13847166
non_nested_compare,initial calculation,6,,,175587466848.0,cycles,14103595
non_nested_compare,initial calculation,6,,,183809329547.0,cycles,14360024
non_nested_compare,initial calculation,6,,,178896469646.0,cycles,14616453
non_nested_compare,initial calculation,6,,,182318863168.0,cycles,14872882
non_nested_compare,initial calculation,6,,,176505242966.0,cycles,15129311
non_nested_compare,initial calculation,6,,,189033371885.0,cycles,15385740
non_nested_compare,initial calculation,6,,,211625301705.0,cycles,15642169
non_nested_compare,initial calculation,6,,,222015073341.0,cycles,15898598
non_nested_compare,initial calculation,6,,,222282150892.0,cycles,16155027
non_nested_compare,initial calculation,6,,,220000716739.0,cycles,16411456
non_nested_compare,initial calculation,6,,,218057044542.0,cycles,16667885
non_nested_compare,initial calculation,6,,,224464021287.0,cycles,16924314
non_nested_compare,initial calculation,6,,,227220445232.0,cycles,17180743
non_nested_compare,initial calculation,6,,,223377359878.0,cycles,17437172
non_nested_compare,initial calculation,6,,,224851639835.0,cycles,17693601
non_nested_compare,initial calculation,6,,,217783712335.0,cycles,17950030
non_nested_compare,initial calculation,6,,,228210233702.0,cycles,18206459
non_nested_compare,initial calculation,6,,,226466882367.0,cycles,18462888
non_nested_compare,initial calculation,6,,,231800014936.0,cycles,18719317
non_nested_compare,initial calculation,6,,,229841334396.0,cycles,18975746
non_nested_compare,initial calculation,6,,,260531904218.0,cycles,19232175
non_nested_compare,initial calculation,6,,,257634036764.0,cycles,19488604
non_nested_compare,initial calculation,6,,,256781176679.0,cycles,19745033
non_nested_compare,initial calculation,6,,,265352713632.0,cycles,20001462
non_nested_compare,initial calculation,6,,,267304916849.0,cycles,20257891
non_nested_compare,initial calculation,6,,,277570182848.0,cycles,20514320
non_nested_compare,initial calculation,6,,,279188784932.0,cycles,20770749
non_nested_compare,initial calculation,6,,,291735439544.0,cycles,21027178
non_nested_compare,initial calculation,6,,,288709006767.0,cycles,21283607
non_nested_compare,initial calculation,6,,,281098768637.0,cycles,21540036
non_nested_compare,initial calculation,6,,,289634635872.0,cycles,21796465
non_nested_compare,initial calculation,6,,,285829826031.0,cycles,22052894
non_nested_compare,initial calculation,6,,,299165169763.0,cycles,22309323
non_nested_compare,initial calculation,6,,,295098326955.0,cycles,22565752
non_nested_compare,initial calculation,6,,,267911792330.0,cycles,22822181
non_nested_compare,initial calculation,6,,,271970725300.0,cycles,23078610
non_nested_compare,initial calculation,6,,,277175577717.0,cycles,23335039
non_nested_compare,initial calculation,6,,,291939960468.0,cycles,23591468
non_nested_compare,initial calculation,6,,,288755733446.0,cycles,23847897
non_nested_compare,initial calculation,6,,,311238640884.0,cycles,24104326
non_nested_compare,initial calculation,6,,,307726304962.0,cycles,24360755
non_nested_compare,initial calculation,6,,,320152780713.0,cycles,24617184
non_nested_compare,initial calculation,6,,,330834887088.0,cycles,24873613
non_nested_compare,initial calculation,6,,,344156719484.0,cycles,25130042
non_nested_compare,initial calculation,6,,,353618249498.0,cycles,25386471
non_nested_compare,initial calculation,6,,,348854029357.0,cycles,25642900
