group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
non_nested_compare,modified from scratch,17,,,1085125157.0,cycles,46
non_nested_compare,modified from scratch,17,,,2086546384.0,cycles,92
non_nested_compare,modified from scratch,17,,,3264825217.0,cycles,138
non_nested_compare,modified from scratch,17,,,4070779089.0,cycles,184
non_nested_compare,modified from scratch,17,,,5101464393.0,cycles,230
non_nested_compare,modified from scratch,17,,,6078749372.0,cycles,276
non_nested_compare,modified from scratch,17,,,6997210228.0,cycles,322
non_nested_compare,modified from scratch,17,,,7961947525.0,cycles,368
non_nested_compare,modified from scratch,17,,,9118189428.0,cycles,414
non_nested_compare,modified from scratch,17,,,9985349896.0,cycles,460
non_nested_compare,modified from scratch,17,,,10857255914.0,cycles,506
non_nested_compare,modified from scratch,17,,,13167345223.0,cycles,552
non_nested_compare,modified from scratch,17,,,14112336208.0,cycles,598
non_nested_compare,modified from scratch,17,,,14944122947.0,cycles,644
non_nested_compare,modified from scratch,17,,,16069889098.0,cycles,690
non_nested_compare,modified from scratch,17,,,20189908699.0,cycles,736
non_nested_compare,modified from scratch,17,,,19205338037.0,cycles,782
non_nested_compare,modified from scratch,17,,,19994578496.0,cycles,828
non_nested_compare,modified from scratch,17,,,21181814450.0,cycles,874
non_nested_compare,modified from scratch,17,,,22081069793.0,cycles,920
non_nested_compare,modified from scratch,17,,,23339938242.0,cycles,966
non_nested_compare,modified from scratch,17,,,24359659416.0,cycles,1012
non_nested_compare,modified from scratch,17,,,27469832921.0,cycles,1058
non_nested_compare,modified from scratch,17,,,29799781147.0,cycles,1104
non_nested_compare,modified from scratch,17,,,31957706317.0,cycles,1150
non_nested_compare,modified from scratch,17,,,33775349784.0,cycles,1196
non_nested_compare,modified from scratch,17,,,35086510246.0,cycles,1242
non_nested_compare,modified from scratch,17,,,38180983727.0,cycles,1288
non_nested_compare,modified from scratch,17,,,42388352615.0,cycles,1334
non_nested_compare,modified from scratch,17,,,42844129722.0,cycles,1380
non_nested_compare,modified from scratch,17,,,43458846516.0,cycles,1426
non_nested_compare,modified from scratch,17,,,43949803722.0,cycles,1472
non_nested_compare,modified from scratch,17,,,46615961727.0,cycles,1518
non_nested_compare,modified from scratch,17,,,47623873679.0,cycles,1564
non_nested_compare,modified from scratch,17,,,47183054870.0,cycles,1610
non_nested_compare,modified from scratch,17,,,49596305037.0,cycles,1656
non_nested_compare,modified from scratch,17,,,51608962341.0,cycles,1702
non_nested_compare,modified from scratch,17,,,58430496061.0,cycles,1748
non_nested_compare,modified from scratch,17,,,55880959808.0,cycles,1794
non_nested_compare,modified from scratch,17,,,62010288530.0,cycles,1840
non_nested_compare,modified from scratch,17,,,58214418373.0,cycles,1886
non_nested_compare,modified from scratch,17,,,54992849220.0,cycles,1932
non_nested_compare,modified from scratch,17,,,54723193638.0,cycles,1978
non_nested_compare,modified from scratch,17,,,53171943837.0,cycles,2024
non_nested_compare,modified from scratch,17,,,57257827980.0,cycles,2070
non_nested_compare,modified from scratch,17,,,60215271819.0,cycles,2116
non_nested_compare,modified from scratch,17,,,63782986931.0,cycles,2162
non_nested_compare,modified from scratch,17,,,70383153109.0,cycles,2208
non_nested_compare,modified from scratch,17,,,90535625192.0,cycles,2254
non_nested_compare,modified from scratch,17,,,82879339546.0,cycles,2300
non_nested_compare,modified from scratch,17,,,86369060047.0,cycles,2346
non_nested_compare,modified from scratch,17,,,88695990563.0,cycles,2392
non_nested_compare,modified from scratch,17,,,92002255155.0,cycles,2438
non_nested_compare,modified from scratch,17,,,95899450992.0,cycles,2484
non_nested_compare,modified from scratch,17,,,99192500631.0,cycles,2530
non_nested_compare,modified from scratch,17,,,90822329925.0,cycles,2576
non_nested_compare,modified from scratch,17,,,95133409746.0,cycles,2622
non_nested_compare,modified from scratch,17,,,99586828526.0,cycles,2668
non_nested_compare,modified from scratch,17,,,102139647686.0,cycles,2714
non_nested_compare,modified from scratch,17,,,108331428123.0,cycles,2760
non_nested_compare,modified from scratch,17,,,109844897960.0,cycles,2806
non_nested_compare,modified from scratch,17,,,113753526404.0,cycles,2852
non_nested_compare,modified from scratch,17,,,116215286829.0,cycles,2898
non_nested_compare,modified from scratch,17,,,120174160051.0,cycles,2944
non_nested_compare,modified from scratch,17,,,136293184259.0,cycles,2990
non_nested_compare,modified from scratch,17,,,122634324361.0,cycles,3036
non_nested_compare,modified from scratch,17,,,114786085180.0,cycles,3082
non_nested_compare,modified from scratch,17,,,118580617882.0,cycles,3128
non_nested_compare,modified from scratch,17,,,125561581566.0,cycles,3174
non_nested_compare,modified from scratch,17,,,124809104939.0,cycles,3220
non_nested_compare,modified from scratch,17,,,126753272877.0,cycles,3266
non_nested_compare,modified from scratch,17,,,131128028311.0,cycles,3312
non_nested_compare,modified from scratch,17,,,134084983761.0,cycles,3358
non_nested_compare,modified from scratch,17,,,135755068122.0,cycles,3404
non_nested_compare,modified from scratch,17,,,138559197743.0,cycles,3450
non_nested_compare,modified from scratch,17,,,147733759851.0,cycles,3496
non_nested_compare,modified from scratch,17,,,162435970025.0,cycles,3542
non_nested_compare,modified from scratch,17,,,164816866580.0,cycles,3588
non_nested_compare,modified from scratch,17,,,166875452469.0,cycles,3634
non_nested_compare,modified from scratch,17,,,170630021356.0,cycles,3680
non_nested_compare,modified from scratch,17,,,174849269064.0,cycles,3726
non_nested_compare,modified from scratch,17,,,172958276979.0,cycles,3772
non_nested_compare,modified from scratch,17,,,162503268803.0,cycles,3818
non_nested_compare,modified from scratch,17,,,164773685716.0,cycles,3864
non_nested_compare,modified from scratch,17,,,167583418824.0,cycles,3910
non_nested_compare,modified from scratch,17,,,170102570219.0,cycles,3956
non_nested_compare,modified from scratch,17,,,155571196731.0,cycles,4002
non_nested_compare,modified from scratch,17,,,159489062456.0,cycles,4048
non_nested_compare,modified from scratch,17,,,163456331715.0,cycles,4094
non_nested_compare,modified from scratch,17,,,167290051109.0,cycles,4140
non_nested_compare,modified from scratch,17,,,170432392014.0,cycles,4186
non_nested_compare,modified from scratch,17,,,174127110999.0,cycles,4232
non_nested_compare,modified from scratch,17,,,177386222741.0,cycles,4278
non_nested_compare,modified from scratch,17,,,180428577478.0,cycles,4324
non_nested_compare,modified from scratch,17,,,183837129382.0,cycles,4370
non_nested_compare,modified from scratch,17,,,187841628109.0,cycles,4416
non_nested_compare,modified from scratch,17,,,189586177781.0,cycles,4462
non_nested_compare,modified from scratch,17,,,192582420494.0,cycles,4508
non_nested_compare,modified from scratch,17,,,200138098828.0,cycles,4554
non_nested_compare,modified from scratch,17,,,202124063388.0,cycles,4600
